,0
bts,-21.329073906290297
jimin,-10.003326216112512
declared,0.0
worst,-0.9018052733184064
player,0.0
self,-1.6227835622878786
sabotage,0.0
ultra,0.0
practical,0.0
suga,-7.868216304437871
turned,-0.9018052733184064
game,-2.7343867370667163
economy,0.0
lesson,-0.9018052733184064
jungkook,-10.194744863201617
used,-0.9018052733184064
charades,0.0
say,-2.2209267321537354
unmentionable,0.0
word,0.0
jhope,-6.709650926561398
says,-2.2209267321537354
even,-3.1860193405946
explained,0.0
flying,-0.9018052733184064
low,0.0
fashion,-0.9018052733184064
jin,-9.045047389777915
rm,-9.16055842392229
ditched,0.0
practice,0.0
catch,0.0
pokemon,0.0
mystery,0.0
sunflowers,0.0
finally,-1.6227835622878786
solved,0.0
reeling,0.0
lee,-3.5903950020658093
hyun,-2.2209267321537354
back,-1.6227835622878786
fishing,0.0
squad,0.0
reveals,-6.518575955110331
named,-1.6227835622878786
upcoming,-2.2209267321537354
album,-5.166571304418244
lessons,0.0
learnt,0.0
since,-1.6227835622878786
debut,-2.7343867370667163
foreign,-0.9018052733184064
celebrities,-0.9018052733184064
spotted,-0.9018052733184064
bt,-0.9018052733184064
merch,-0.9018052733184064
believes,0.0
shoes,-0.9018052733184064
mankind,0.0
greatest,0.0
invention,0.0
song,-3.957364376505986
covers,0.0
done,-0.9018052733184064
new,-7.868216304437871
idol,-3.5903950020658093
group,-2.2209267321537354
dkb,0.0
goal,0.0
like,-5.422157643209508
messages,-0.9018052733184064
warm,0.0
heart,-1.6227835622878786
exo,0.0
suho,-0.9018052733184064
talk,0.0
responsibilities,0.0
difficulties,0.0
leader,-1.6227835622878786
photos,-4.605170185988091
prove,-3.5903950020658093
btss,-7.868216304437871
boyfriend,-0.9018052733184064
material,-0.9018052733184064
times,-7.240527950130835
clumsiest,0.0
stage,-3.1860193405946
songs,-3.5903950020658093
feature,0.0
big,-3.5903950020658093
hit,-3.1860193405946
female,-0.9018052733184064
producer,0.0
adora,0.0
revealed,-2.7343867370667163
contents,0.0
wallet,-0.9018052733184064
informed,0.0
brain,0.0
sleeping,0.0
beauties,0.0
gfriend,0.0
opens,0.0
possible,0.0
collab,-0.9018052733184064
agencies,0.0
joined,-0.9018052733184064
rap,0.0
line,0.0
outlook,0.0
life,-2.2209267321537354
differs,0.0
shown,-0.9018052733184064
lyrics,-2.2209267321537354
excusing,0.0
watch,0.0
learn,-0.9018052733184064
tried,-2.2209267321537354
ditch,0.0
workout,0.0
benefits,0.0
side,-1.6227835622878786
effects,0.0
warning,0.0
labels,0.0
need,-1.6227835622878786
knows,-0.9018052733184064
drive,0.0
fans,-7.070048748131681
wild,0.0
spoiler,-1.6227835622878786
fake,-0.9018052733184064
stripping,0.0
jackson,0.0
love,-4.293909671815294
made,-4.605170185988091
get,-2.7343867370667163
sidetracked,0.0
interview,-1.6227835622878786
best,-4.605170185988091
viral,-2.7343867370667163
egochallenge,0.0
videos,-2.2209267321537354
army,-5.422157643209508
amp,0.0
versions,0.0
family,-1.6227835622878786
heights,0.0
txt,-3.5903950020658093
reunites,0.0
american,-1.6227835622878786
singer,-3.5903950020658093
max,-0.9018052733184064
lakers,0.0
idea,0.0
meme,-1.6227835622878786
tweets,-0.9018052733184064
photoshoot,-0.9018052733184064
vs,-2.2209267321537354
v,-10.558432747923009
stretch,0.0
grammy,-3.5903950020658093
award,-2.7343867370667163
winning,0.0
rosal,0.0
unknowingly,0.0
reps,0.0
jaw,-0.9018052733184064
dropping,-0.9018052733184064
body,0.0
proof,-1.6227835622878786
sam,0.0
hammington,0.0
thanks,-2.7343867370667163
mentioning,0.0
william,0.0
bentley,0.0
armys,-7.564439453758809
pro,-0.9018052733184064
finding,-0.9018052733184064
details,-3.1860193405946
outro,-0.9018052733184064
ego,-1.6227835622878786
comeback,-5.892964371702499
trailer,-4.605170185988091
inspirational,0.0
savage,0.0
pre,-0.9018052733184064
drops,-3.1860193405946
tik,0.0
tok,0.0
users,0.0
bear,-0.9018052733184064
uncanny,0.0
resemblance,0.0
members,-3.5903950020658093
member,-3.1860193405946
might,-3.1860193405946
appear,-0.9018052733184064
masked,0.0
j,-1.6227835622878786
media,-1.6227835622878786
hopes,-0.9018052733184064
rockin,-0.9018052733184064
classic,0.0
blonde,0.0
hairstyle,0.0
facial,0.0
features,-0.9018052733184064
let,-0.9018052733184064
us,-3.5903950020658093
review,0.0
one,-5.422157643209508
poppin,0.0
twitter,-0.9018052733184064
loving,-0.9018052733184064
cried,-1.6227835622878786
making,-2.2209267321537354
mistake,0.0
knew,-0.9018052733184064
well,-0.9018052733184064
know,-2.2209267321537354
take,-0.9018052733184064
quiz,-0.9018052733184064
find,-1.6227835622878786
took,0.0
revenge,0.0
brave,0.0
brothers,0.0
beloved,0.0
bang,-0.9018052733184064
pd,-0.9018052733184064
nim,0.0
releases,-1.6227835622878786
everyone,-2.2209267321537354
needed,0.0
gifs,-0.9018052733184064
cracking,0.0
make,-4.293909671815294
feel,-0.9018052733184064
left,-2.2209267321537354
af,-2.7343867370667163
legendary,-1.6227835622878786
actor,-3.1860193405946
park,0.0
yeonggyu,0.0
gives,-0.9018052733184064
ultimate,0.0
praise,0.0
surprised,0.0
maknae,0.0
thoughtful,0.0
gift,-1.6227835622878786
handle,-1.6227835622878786
uwu,0.0
mamamoo,0.0
totally,-1.6227835622878786
unleashed,-1.6227835622878786
inner,-0.9018052733184064
fangirls,0.0
buying,0.0
concert,0.0
tickets,0.0
everything,-1.6227835622878786
memes,-0.9018052733184064
deserve,-2.2209267321537354
standing,0.0
ovation,0.0
kind,-2.7343867370667163
roles,0.0
would,0.0
want,-2.7343867370667163
honor,0.0
time,-3.1860193405946
kids,0.0
cover,-2.2209267321537354
lets,0.0
celebrate,0.0
supported,0.0
charities,0.0
free,-0.9018052733184064
los,-0.9018052733184064
angeles,-0.9018052733184064
wise,0.0
quotes,0.0
keep,-0.9018052733184064
going,-1.6227835622878786
gets,-0.9018052733184064
hard,-2.2209267321537354
king,0.0
profiles,0.0
posts,-0.9018052733184064
photo,-0.9018052733184064
rapper,0.0
logic,-0.9018052733184064
likes,0.0
much,-3.957364376505986
asking,-1.6227835622878786
help,-0.9018052733184064
married,0.0
johnny,0.0
stimson,0.0
shares,-2.7343867370667163
gratitude,-0.9018052733184064
plastic,0.0
surgeon,0.0
eyes,-0.9018052733184064
actually,0.0
impossible,0.0
create,0.0
surgery,0.0
wanted,-2.7343867370667163
kim,-1.6227835622878786
nam,-0.9018052733184064
gil,-0.9018052733184064
wants,-1.6227835622878786
hang,0.0
confirmed,-0.9018052733184064
perform,-3.1860193405946
fact,0.0
music,-5.422157643209508
awards,-5.166571304418244
nd,0.0
consecutive,0.0
year,-3.5903950020658093
hyungs,-0.9018052733184064
hands,-1.6227835622878786
relatable,-0.9018052733184064
went,-3.5903950020658093
locals,-1.6227835622878786
social,-0.9018052733184064
stories,0.0
behind,-4.293909671815294
iconic,-1.6227835622878786
mad,0.0
hell,0.0
hot,-0.9018052733184064
performance,-4.293909671815294
homeless,0.0
man,-2.2209267321537354
gave,-1.6227835622878786
advice,-0.9018052733184064
still,-1.6227835622878786
following,-0.9018052733184064
years,-3.1860193405946
later,-0.9018052733184064
fall,0.0
shy,-0.9018052733184064
bed,0.0
selfies,0.0
wish,-1.6227835622878786
cuddle,0.0
buddy,0.0
meet,-1.6227835622878786
brazilian,0.0
choreographer,0.0
black,-6.893269820426388
swan,-6.709650926561398
dance,-4.293909671815294
liners,0.0
cha,-0.9018052733184064
eunwoo,-0.9018052733184064
jaehyun,0.0
yugyeom,0.0
mingyu,-0.9018052733184064
hotdogs,0.0
together,0.0
latest,0.0
playlist,0.0
great,-0.9018052733184064
add,0.0
officially,-0.9018052733184064
underappreciated,0.0
tracks,-0.9018052733184064
era,-0.9018052733184064
hits,-1.6227835622878786
views,-0.9018052733184064
day,-2.2209267321537354
lose,0.0
shocked,0.0
failed,0.0
said,-0.9018052733184064
today,-0.9018052733184064
answering,0.0
sensitive,0.0
questions,-0.9018052733184064
sheds,0.0
tears,-0.9018052733184064
reads,0.0
heartfelt,-0.9018052733184064
letter,0.0
reasons,-1.6227835622878786
may,-0.9018052733184064
autotune,0.0
according,-1.6227835622878786
fan,-3.1860193405946
tybutdisagree,0.0
lauv,0.0
hints,0.0
track,-0.9018052733184064
featuring,0.0
releasing,0.0
march,0.0
pop,-0.9018052733184064
thank,-1.6227835622878786
james,-3.5903950020658093
corden,-3.5903950020658093
camerawork,0.0
efforts,0.0
speak,-0.9018052733184064
english,0.0
interviews,0.0
bermuda,0.0
unit,0.0
late,-3.5903950020658093
show,-4.895045869666081
beauty,0.0
tips,0.0
better,0.0
skin,0.0
choreography,-2.7343867370667163
dancer,-1.6227835622878786
gene,0.0
share,0.0
ease,0.0
handled,0.0
accident,-1.6227835622878786
mistakes,0.0
different,-1.6227835622878786
ways,0.0
raises,0.0
counting,0.0
childrens,0.0
charity,-0.9018052733184064
tvn,0.0
apologizes,0.0
tv,-1.6227835622878786
hosts,0.0
remarks,-0.9018052733184064
analysis,0.0
shows,-2.2209267321537354
handwriting,0.0
personality,-0.9018052733184064
ashton,0.0
kutcher,0.0
threw,0.0
shoulders,-0.9018052733184064
sack,0.0
potatoes,0.0
keeps,-1.6227835622878786
hint,0.0
proves,0.0
stealth,0.0
master,0.0
hide,0.0
seek,0.0
compares,0.0
visuals,0.0
top,-2.7343867370667163
hollywood,0.0
recent,0.0
shots,0.0
stir,0.0
internet,0.0
proving,0.0
potential,0.0
runway,0.0
model,-0.9018052733184064
kisses,0.0
flutter,0.0
son,0.0
seung,0.0
yeon,0.0
asked,0.0
number,0.0
first,-4.293909671815294
list,0.0
items,-0.9018052733184064
bought,0.0
tested,-0.9018052733184064
brings,0.0
surprise,-1.6227835622878786
waiting,0.0
adds,0.0
another,-2.7343867370667163
map,-4.605170185988091
soul,-4.293909671815294
world,-3.5903950020658093
tour,-3.5903950020658093
met,-0.9018052733184064
ariana,-0.9018052733184064
grande,-0.9018052733184064
use,0.0
advantage,0.0
scolded,-0.9018052733184064
congratulating,0.0
opponents,0.0
polish,0.0
fire,-0.9018052733184064
hope,-0.9018052733184064
special,0.0
skill,0.0
charming,0.0
every,-0.9018052733184064
host,0.0
meets,-0.9018052733184064
epik,0.0
high,-1.6227835622878786
tablo,0.0
funny,0.0
story,-2.2209267321537354
fanboy,-0.9018052733184064
brad,0.0
pitt,0.0
strong,0.0
entertainment,-0.9018052733184064
clarifies,0.0
little,-1.6227835622878786
blunder,0.0
iheartradio,0.0
live,-2.2209267321537354
screamed,0.0
watched,0.0
rehearsals,0.0
touching,-0.9018052733184064
gesture,-1.6227835622878786
specific,-0.9018052733184064
billion,0.0
krw,0.0
luxury,-0.9018052733184064
apartment,-0.9018052733184064
view,-0.9018052733184064
overcome,0.0
negativity,0.0
haters,0.0
awkward,-0.9018052733184064
grammys,-3.5903950020658093
moment,0.0
dj,0.0
khaled,0.0
paid,0.0
respects,0.0
kobe,0.0
bryant,0.0
stressed,0.0
announcer,0.0
gorgeous,0.0
bomb,-0.9018052733184064
customizations,0.0
jealous,-1.6227835622878786
talent,-0.9018052733184064
boy,-0.9018052733184064
heartwarming,0.0
forgot,0.0
lunar,0.0
received,0.0
event,-1.6227835622878786
notification,0.0
spills,0.0
backstage,-0.9018052733184064
habits,0.0
thoughts,0.0
historic,0.0
lil,-1.6227835622878786
nas,-1.6227835622878786
talks,-1.6227835622878786
also,0.0
reveal,0.0
collaborations,0.0
naeun,0.0
eden,0.0
stopped,-0.9018052733184064
saw,-0.9018052733184064
prettiest,0.0
doll,0.0
wore,0.0
scandalously,0.0
sexy,0.0
pants,0.0
didnt,0.0
notice,0.0
trophy,0.0
worldwide,-1.6227835622878786
handsome,-1.6227835622878786
official,-0.9018052733184064
geun,0.0
college,0.0
chatroom,0.0
ended,-0.9018052733184064
getting,-0.9018052733184064
winter,-0.9018052733184064
million,-0.9018052733184064
streams,0.0
soundcloud,0.0
deal,0.0
fly,0.0
boldly,0.0
zipped,0.0
national,0.0
television,0.0
petting,0.0
look,-1.6227835622878786
casting,0.0
spell,0.0
boyz,0.0
younghoon,0.0
standee,0.0
friend,-1.6227835622878786
protect,0.0
protects,0.0
stages,0.0
audience,0.0
speechless,0.0
check,0.0
river,0.0
humble,0.0
abode,0.0
treated,0.0
backup,-1.6227835622878786
dancers,0.0
furious,0.0
praised,0.0
spreading,0.0
compassion,0.0
korean,-3.5903950020658093
society,0.0
looks,-0.9018052733184064
good,-0.9018052733184064
hair,-2.2209267321537354
color,0.0
fry,0.0
bacon,0.0
auction,0.0
microphones,0.0
ends,0.0
droppingly,0.0
bid,0.0
reacts,0.0
trainer,0.0
measurements,0.0
really,-1.6227835622878786
decided,0.0
prank,0.0
leaving,-0.9018052733184064
alone,-0.9018052733184064
diplo,0.0
calls,0.0
solo,-0.9018052733184064
go,-0.9018052733184064
platinum,-0.9018052733184064
busan,0.0
students,0.0
receive,0.0
scholarships,0.0
proved,-0.9018052733184064
actual,0.0
cat,0.0
answer,0.0
becomes,0.0
k,0.0
certified,0.0
riaa,0.0
kpop,-2.2209267321537354
scenes,-0.9018052733184064
wishes,-0.9018052733184064
came,0.0
true,-0.9018052733184064
dreamed,0.0
becoming,-0.9018052733184064
news,-0.9018052733184064
receives,-0.9018052733184064
mixed,0.0
reactions,0.0
became,-2.7343867370667163
unofficial,0.0
stylists,-0.9018052733184064
cutest,-0.9018052733184064
youre,0.0
expecting,0.0
slang,0.0
words,-0.9018052733184064
probably,-1.6227835622878786
learned,0.0
update,0.0
absolute,-0.9018052733184064
floor,0.0
marks,0.0
practices,0.0
car,0.0
case,0.0
forward,0.0
prosecution,0.0
things,-3.1860193405946
note,0.0
dates,-2.2209267321537354
stop,-0.9018052733184064
welcome,-1.6227835622878786
hipster,0.0
moves,-1.6227835622878786
taking,0.0
spotlight,0.0
skillfully,0.0
dodged,0.0
running,0.0
relate,0.0
next,0.0
philosophies,0.0
drinking,0.0
camera,-1.6227835622878786
luck,0.0
ever,-3.1860193405946
try,0.0
laugh,0.0
sources,0.0
edits,0.0
artworks,0.0
leave,0.0
breathless,0.0
cheered,0.0
pengsoo,-2.2209267321537354
feeling,-0.9018052733184064
blue,0.0
loves,0.0
shirt,-2.2209267321537354
reusing,0.0
loved,-0.9018052733184064
recommendation,0.0
played,-2.7343867370667163
vlive,0.0
plays,0.0
piano,0.0
broadcast,0.0
join,0.0
full,0.0
copyright,-1.6227835622878786
association,0.0
nominated,0.0
major,0.0
moments,-1.6227835622878786
makes,-0.9018052733184064
halsey,-0.9018052733184064
felt,0.0
connected,0.0
listening,0.0
breakdown,0.0
art,-3.5903950020658093
film,-2.2209267321537354
version,0.0
mn,0.0
company,0.0
experience,0.0
collaborating,0.0
announce,0.0
locations,0.0
lightstick,0.0
looked,0.0
nothing,-1.6227835622878786
school,-0.9018052733184064
teacher,0.0
opposed,0.0
dreams,0.0
gun,0.0
admission,0.0
insists,0.0
arms,0.0
short,0.0
nation,-0.9018052733184064
reportedly,0.0
leaked,-1.6227835622878786
ticket,0.0
sale,0.0
billboards,0.0
popping,0.0
names,-0.9018052733184064
mysteriously,0.0
light,0.0
rogers,0.0
centre,0.0
toronto,0.0
hilarious,-2.2209267321537354
round,0.0
applause,0.0
mentions,0.0
angriest,0.0
giving,0.0
hand,-0.9018052733184064
holding,-0.9018052733184064
former,-0.9018052733184064
classmates,0.0
shared,0.0
memories,0.0
hyung,0.0
become,-0.9018052733184064
part,-0.9018052733184064
team,0.0
blackpink,0.0
twice,-0.9018052733184064
illegitimately,0.0
removed,-0.9018052733184064
youtube,-0.9018052733184064
theres,0.0
question,-2.2209267321537354
ask,0.0
nayeon,0.0
jokingly,0.0
mistook,0.0
seventeen,0.0
fun,0.0
workouts,-0.9018052733184064
people,0.0
hate,0.0
exercising,0.0
confession,0.0
hidden,-0.9018052733184064
break,-0.9018052733184064
goofy,0.0
follow,0.0
yi,-0.9018052733184064
kyung,-0.9018052733184064
explains,0.0
invite,0.0
screenings,0.0
rehearsal,0.0
pink,0.0
countries,0.0
shockingly,0.0
average,0.0
bestie,0.0
choi,-0.9018052733184064
woo,0.0
shik,0.0
congratulate,0.0
vip,0.0
unconfirmed,0.0
height,0.0
weight,0.0
google,0.0
wrong,-0.9018052733184064
heres,-1.6227835622878786
without,-0.9018052733184064
makeup,0.0
drew,0.0
inspiration,0.0
directly,0.0
greek,0.0
mythology,0.0
incredibly,-0.9018052733184064
lucky,0.0
seniors,0.0
remains,0.0
grateful,0.0
old,-1.6227835622878786
academy,0.0
attended,0.0
collection,0.0
cute,-0.9018052733184064
viewing,0.0
pleasure,0.0
fought,0.0
performing,0.0
statement,0.0
wearing,-2.2209267321537354
slippers,0.0
exos,0.0
suit,0.0
visual,0.0
explosion,0.0
wrap,0.0
heads,0.0
around,0.0
either,0.0
believe,0.0
test,0.0
trying,-0.9018052733184064
knowledge,0.0
ebs,0.0
continues,-0.9018052733184064
grow,0.0
told,0.0
shirtless,0.0
reaction,-1.6227835622878786
perfect,-0.9018052733184064
jimins,-1.6227835622878786
silver,0.0
gray,0.0
three,0.0
types,0.0
men,-0.9018052733184064
seen,-1.6227835622878786
cheeky,0.0
reporter,0.0
panic,0.0
pretty,0.0
namjoon,0.0
always,-0.9018052733184064
uses,0.0
gender,0.0
neutral,0.0
pronouns,0.0
come,0.0
astro,0.0
youtuber,0.0
styles,0.0
husband,0.0
turn,0.0
quite,0.0
planned,0.0
wished,0.0
safe,0.0
flight,-0.9018052733184064
accidentally,-0.9018052733184064
trending,0.0
dropped,-2.2209267321537354
dominated,0.0
charts,-0.9018052733184064
already,0.0
history,-0.9018052733184064
itunes,0.0
ateez,0.0
san,0.0
exclusion,0.0
trainee,0.0
impressed,0.0
intriguing,0.0
connections,0.0
past,-0.9018052733184064
works,0.0
karmys,0.0
kicked,0.0
blackswanchallenge,0.0
among,0.0
breaking,-0.9018052733184064
backs,-0.9018052733184064
beomgyu,0.0
neighbors,0.0
jungkooks,-2.2209267321537354
predebut,-0.9018052733184064
adventure,0.0
la,0.0
blog,0.0
resurfaced,0.0
chaerin,0.0
childhood,0.0
rookie,-1.6227835622878786
collaborators,0.0
promoting,-0.9018052733184064
undeniable,0.0
buttons,0.0
hardest,0.0
job,-0.9018052733184064
spotify,0.0
ad,-1.6227835622878786
release,-2.7343867370667163
exhibition,-0.9018052733184064
trips,0.0
connect,-3.1860193405946
means,0.0
koo,0.0
sarang,0.0
showering,0.0
gifts,-0.9018052733184064
real,-0.9018052733184064
value,0.0
reaches,0.0
bittersweet,0.0
subtle,0.0
tweet,-1.6227835622878786
highlights,0.0
grown,0.0
unique,0.0
headwear,0.0
pulled,0.0
absolutely,0.0
perfectly,0.0
single,-0.9018052733184064
plus,0.0
showed,-1.6227835622878786
hearts,-2.2209267321537354
missed,-2.2209267321537354
girl,-0.9018052733184064
sbs,0.0
gayo,0.0
daejeon,0.0
whole,0.0
box,0.0
sexiest,0.0
worn,0.0
public,0.0
perfection,0.0
racing,0.0
suits,0.0
formula,-0.9018052733184064
cf,-0.9018052733184064
hottest,0.0
voice,0.0
recordings,0.0
night,0.0
chosen,0.0
working,0.0
seducesomeoneinfourwords,0.0
sales,0.0
theyve,0.0
progressed,0.0
friends,-0.9018052733184064
queen,-0.9018052733184064
adam,0.0
lambert,0.0
praises,-0.9018052733184064
congratulates,0.0
global,0.0
success,0.0
john,-0.9018052733184064
cena,-0.9018052733184064
message,-2.2209267321537354
helps,0.0
blood,0.0
donor,0.0
ailing,0.0
grandfather,0.0
rock,0.0
band,0.0
applauds,0.0
positive,0.0
influence,-0.9018052733184064
confused,0.0
total,0.0
cost,0.0
sells,0.0
orders,0.0
starbucks,-0.9018052733184064
korea,-1.6227835622878786
merchandise,0.0
collaboration,-0.9018052733184064
celebrated,0.0
mama,0.0
win,-1.6227835622878786
picks,0.0
ice,0.0
creams,0.0
calling,-0.9018052733184064
jk,0.0
mc,-0.9018052733184064
biggest,-0.9018052733184064
blowing,0.0
weverse,-1.6227835622878786
notifications,0.0
episode,-0.9018052733184064
knowing,0.0
revoked,0.0
radiate,0.0
rich,0.0
ceo,0.0
energy,0.0
yong,0.0
joon,-0.9018052733184064
covering,0.0
mean,0.0
collaborate,-0.9018052733184064
proceeds,0.0
donated,0.0
dog,0.0
tannie,0.0
pupper,0.0
photocard,0.0
circumstances,0.0
wilding,0.0
sleep,0.0
immediately,0.0
regretted,0.0
volunteering,0.0
definitely,0.0
brother,0.0
underrated,0.0
listened,0.0
answers,-0.9018052733184064
seconds,0.0
takes,-0.9018052733184064
swept,0.0
away,0.0
sends,0.0
prayers,0.0
affected,0.0
taal,0.0
volcano,0.0
disaster,0.0
twerking,0.0
complete,0.0
utter,0.0
chaos,0.0
auctioned,0.0
mics,0.0
racking,0.0
thousands,0.0
dollars,0.0
reported,0.0
purchased,0.0
grants,0.0
subtitled,0.0
content,0.0
experienced,0.0
microphone,0.0
failures,0.0
remixes,0.0
lit,0.0
original,-0.9018052733184064
drastic,0.0
size,0.0
differences,0.0
captured,0.0
harry,0.0
potter,0.0
hogwarts,0.0
houses,0.0
soft,0.0
nearly,0.0
marshmallow,0.0
caught,0.0
switching,0.0
loyalties,0.0
mid,0.0
successful,0.0
remember,0.0
ago,0.0
dolls,0.0
shut,0.0
money,0.0
trouble,0.0
parents,0.0
crowd,0.0
crying,0.0
sherlock,0.0
identify,0.0
places,0.0
selfie,-0.9018052733184064
interlude,0.0
shadow,-3.957364376505986
romantic,0.0
comment,0.0
losing,0.0
minds,0.0
ride,0.0
subway,0.0
station,0.0
poem,0.0
run,0.0
resurfaces,0.0
sets,0.0
record,0.0
selling,-0.9018052733184064
albums,0.0
gaon,0.0
chart,-0.9018052733184064
groups,-0.9018052733184064
mentioned,0.0
comic,0.0
strip,0.0
stoked,0.0
mainstream,0.0
reference,0.0
optical,0.0
illusions,0.0
tricks,0.0
soulmates,0.0
changing,0.0
sees,0.0
willing,0.0
wait,0.0
end,0.0
expect,0.0
sugas,-1.6227835622878786
explanation,0.0
fear,0.0
described,0.0
hiphop,0.0
aegyo,0.0
darkest,0.0
heartbreaking,0.0
persona,0.0
trailers,0.0
spring,0.0
returned,0.0
referencing,0.0
dna,0.0
mv,-0.9018052733184064
rising,0.0
hoobaes,0.0
role,0.0
justin,0.0
bieber,0.0
door,0.0
ready,-0.9018052733184064
give,0.0
favorite,-0.9018052733184064
thing,-2.2209267321537354
kid,0.0
happens,0.0
mood,0.0
explodes,0.0
dr,-1.6227835622878786
phil,-1.6227835622878786
backlash,0.0
manufactured,0.0
oli,-1.6227835622878786
london,-1.6227835622878786
surgeries,0.0
encourages,0.0
superfan,-1.6227835622878786
webtoon,0.0
spoilers,0.0
nobody,-0.9018052733184064
hyped,-0.9018052733184064
hairstyling,0.0
see,-1.6227835622878786
wrecked,0.0
preparing,0.0
cry,-0.9018052733184064
minutes,0.0
sending,0.0
receiving,-0.9018052733184064
affection,0.0
pieces,0.0
gallery,0.0
friendship,0.0
brightened,0.0
everybody,0.0
temporary,0.0
tattoos,0.0
sold,0.0
japan,0.0
blow,0.0
mind,0.0
partner,0.0
crime,0.0
plan,0.0
schedule,0.0
president,0.0
moon,0.0
jae,0.0
claims,-0.9018052733184064
saudi,0.0
crown,0.0
prince,0.0
begged,0.0
marries,0.0
cardboard,0.0
cutout,0.0
las,0.0
vegas,0.0
rumored,0.0
records,0.0
could,-0.9018052733184064
possibly,0.0
touched,0.0
gestures,0.0
th,-1.6227835622878786
golden,-3.5903950020658093
disc,-2.2209267321537354
filipina,0.0
actress,0.0
jokes,0.0
sasaeng,-0.9018052733184064
happy,-0.9018052733184064
february,0.0
except,0.0
tattoo,0.0
theories,0.0
deleted,0.0
driving,0.0
bananas,0.0
way,0.0
apology,0.0
announces,-0.9018052733184064
date,0.0
younha,0.0
flower,0.0
shinsegae,-0.9018052733184064
dispute,0.0
bighit,-0.9018052733184064
gdragon,0.0
changed,-0.9018052733184064
rms,0.0
patience,0.0
relationship,0.0
emotional,0.0
steal,0.0
netizens,0.0
cant,0.0
talking,0.0
han,-0.9018052733184064
ye,0.0
seuls,0.0
nose,0.0
ring,0.0
ailee,0.0
gushes,0.0
tae,0.0
hee,0.0
super,0.0
junior,0.0
strength,0.0
director,0.0
bong,0.0
ho,0.0
power,0.0
globes,0.0
upset,0.0
given,0.0
chance,0.0
class,0.0
manner,0.0
coach,0.0
blesses,0.0
red,0.0
carpet,0.0
resist,0.0
charms,0.0
hug,0.0
asian,0.0
artist,-0.9018052733184064
listed,0.0
artists,-0.9018052733184064
warming,0.0
many,0.0
towards,-0.9018052733184064
confessed,0.0
lengths,0.0
order,0.0
close,0.0
exactly,0.0
goddesses,0.0
embracing,0.0
star,0.0
softest,0.0
week,0.0
speaks,0.0
manipulation,0.0
fell,0.0
knees,0.0
save,0.0
visually,0.0
pleasing,0.0
dionysus,0.0
reporters,0.0
choose,0.0
dancing,-0.9018052733184064
skills,-0.9018052733184064
product,0.0
work,0.0
mma,0.0
mask,0.0
unesco,0.0
chinese,0.0
support,0.0
disk,0.0
begin,0.0
translation,0.0
project,0.0
international,0.0
startles,0.0
forgets,0.0
ugly,0.0
baby,0.0
living,0.0
december,0.0
excellent,0.0
month,0.0
stans,0.0
forehead,0.0
usher,0.0
yeah,0.0
jhopes,0.0
comparison,0.0
irreplaceable,0.0
apologized,0.0
glasses,0.0
nerdy,0.0
resolution,0.0
gifted,0.0
custom,0.0
smile,0.0
realized,0.0
posed,0.0
cutely,0.0
fairy,0.0
title,0.0
yet,0.0
nicknamed,0.0
jimonashi,0.0
eve,-0.9018052733184064
wardrobe,0.0
malfunction,0.0
bon,0.0
voyage,0.0
exponentially,0.0
hotter,0.0
rare,0.0
pictures,0.0
never,0.0
second,0.0
muscle,0.0
pig,0.0
airport,-0.9018052733184064
cinderella,0.0
dorms,0.0
opened,0.0
possibility,0.0
dating,0.0
hectic,0.0
schedules,0.0
defining,0.0
decade,0.0
cnn,0.0
rebellious,0.0
unexpectedly,0.0
importance,0.0
seating,0.0
positions,0.0
broadcasts,0.0
stole,0.0
outfit,0.0
appreciation,0.0
seeing,0.0
birthday,0.0
think,0.0
twin,0.0
looking,0.0
sometime,0.0
near,0.0
future,0.0
expresses,0.0
sincerity,0.0
post,0.0
malone,0.0
countdown,0.0
impressive,0.0
karas,0.0
seungyeon,0.0
crush,0.0
found,0.0
